,Text in Sade_Justine,Text in B,Location in Sade_Justine,Location in B
Sade_Infortunes_239,"tta bien sincèrement Dubreuil ET BLÂMA L'EXCÈS DE DÉLICATESSE QUI M'AVAIT EMPÊCHÉE DE M'ALLER PLAINDRE AUSSITÔT QUE J'AVAIS ÉTÉ INSTRUITE DES PROJETS DE LA DUBOIS. NOUS COMBINÂMES QUE CE MONSTRE, AUQUEL IL NE FALLAIT QUE QUATRE HEURES POUR SE METTRE EN PAYS DE SÛRETÉ, Y SERAIT PLUS TÔT QUE NOUS N'AURIONS AVISÉ À LA FAIRE POURSUIVRE; QU'IL NOUS EN COÛTERAIT BEAUCOUP DE FRAIS; QUE LE MAÎTRE DE L'AUBERGE, VIVEMENT COMPROMIS DANS LA PLAINTE que nous ferions, et se défen","ta bien amèrement son associé ET BLÂMA L'EXCÈS DE DÉLICATESSE QUI M'AVAIT EMPÊCHÉE DE M'ALLER PLAINDRE AUSSITÔT QUE J'AVAIS ÉTÉ INSTRUITE DES PROJETS DE LA DUBOIS. NOUS COMBINÂMES QUE CETTE HORRIBLE CRÉATURE, À LAQUELLE IL NE FALLAIT QUE QUATRE HEURES POUR SE METTRE EN PAYS DE SÛRETÉ, Y SERAIT PLUS TÔT QUE NOUS N'AURIONS AVISÉ À LA FAIRE POURSUIVRE, QU'IL NOUS EN COÛTERAIT BEAUCOUP DE FRAIS, QUE LE MAÎTRE DE L'AUBERGE, VIVEMENT COMPROMIS DANS LES PLAINTES que j'allais faire et se défe","(556526, 556936)","(257219, 257648)"
Sade_Infortunes_240,"olus de partir de cette ville SANS PRENDRE CONGÉ DE M. S***, MON PROTECTEUR. L'AMI DE DUBREUIL APPROUVA CE PARTI; IL NE ME CACHA POINT QUE SI TOUTE CETTE AVENTURE SE RÉVEILLAIT, LES DÉPOSITIONS QU'IL SERAIT OBLIGÉ DE FAIRE ME COMPROMETTRAIENT, QUELLES QUE FUSSENT SES PRÉCAUTIONS, TANT À CAUSE DE mon intimité avec la Dubois, ","que je me résolus d'en partir SANS PRENDRE CONGÉ DE M. S. MON PROTECTEUR. L'AMI DE DUBREUIL APPROUVA CE PARTI, IL NE ME CACHA POINT QUE SI TOUTE CETTE AVENTURE SE RÉVEILLAIT, LES DÉPOSITIONS QU'IL SERAIT OBLIGÉ DE FAIRE ME COMPROMETTRAIENT, QUELLES QUE FUSSENT SES PRÉCAUTIONS, TANT À CAUSE DE ma liaison avec la Dubois qu'","(557204, 557470)","(257948, 258211)"
Sade_Infortunes_241,"t meilleurs, qu'il paraissait AUSSI CERTAIN QUE J'AVAIS L'AIR COUPABLE, COMME IL ÉTAIT SÛR QUE JE NE L'ÉTAIS PAS; QUE LA SEULE CHOSE QUI PARLÂT en ma faveur, la recommandati",d'autant meilleur qu'il était AUSSI CERTAIN QUE J'AVAIS L'AIR COUPABLE COMME IL ÉTAIT SÛR QUE JE NE L'ÉTAIS PAS; QUE LA SEULE CHOSE QUI PARLÂT vivement en ma faveur--l'avis,"(557902, 558015)","(258623, 258735)"
Sade_Infortunes_242,"cepter : voilà cinq louis, et VOILÀ UNE HONNÊTE MARCHANDE DE CHALON-SUR-SAÔNE, MA PATRIE; ELLE Y RETOURNE APRÈS S'ÊTRE ARRÊTÉE VINGT-QUATRE HEURES À LYON OÙ l'appellent quelques affaires","vais entrevue dans l'auberge, VOILÀ UNE HONNÊTE MARCHANDE DE CHALON-SUR-SAÔNE MA PATRIE, ELLE Y RETOURNE APRÈS S'ÊTRE ARRÊTÉE VINGT-QUATRE HEURES À LYON OÙ elle a affaire. 
« Madame Ber","(559030, 559156)","(260059, 260184)"
Sade_Infortunes_243," convienne à son personnel, à SA NAISSANCE ET À SON ÉDUCATION; QU'IL NE LUI EN COÛTE RIEN JUSQUE-LÀ, JE VOUS TIENDRAI COMPTE DE TOUT À LA PREMIÈRE VUE. ADIEU, mademoiselle, continua Valbo","le d'une manière convenable à SA NAISSANCE ET À SON ÉDUCATION. QU'IL NE LUI EN COÛTE RIEN JUSQUE-LÀ, JE VOUS TIENDRAI COMPTE DE TOUT À LA PREMIÈRE VUE... ADIEU, Sophie... 
Mme Bertrand part","(559583, 559710)","(260528, 260657)"
Sade_Infortunes_244,"t demain à la pointe du jour; SUIVEZ-LA, ET QU'UN PEU PLUS DE BONHEUR PUISSE VOUS ACCOMPAGNER DANS UNE VILLE OÙ J'AURAI PEUT-ÊTRE LA SATISFACTION DE VOUS REVOIR BIENTÔT. 
L'HONNÊTETÉ de ce jeune homme, qui fonciè","Mme Bertrand part cette nuit, SUIVEZ-LA ET QU'UN PEU PLUS DE BONHEUR PUISSE VOUS ACCOMPAGNER DANS UNE VILLE, OÙ J'AURAI PEUT-ÊTRE LA SATISFACTION DE VOUS REVOIR BIENTÔT ET de vous y témoigner toute ma ","(559835, 559987)","(260700, 260841)"
Sade_Infortunes_245,"puis si longtemps d'odieux. J'ACCEPTAI SES DONS EN LUI JURANT QUE JE N'ALLAIS TRAVAILLER QU'À ME METTRE EN ÉTAT DE POUVOIR LES LUI RENDRE UN JOUR. HÉLAS PENSAI-JE EN ME RETIRANT, SI L'EXERCICE D'UNE NOUVELLE VERTU VIENT DE ME PRÉCIPITER DANS L'INFORTUNE, AU MOINS, POUR LA PREMIÈRE FOIS DE MA VIE, L'ESPÉRANCE D'UNE CONSOLATION S'OFFRE-T-ELLE DANS CE GOUFFRE ÉPOUVANTABLE DE MAUX, OÙ LA VERTU ME PRÉCIPITE encore. 
Il était de bonne he","lgré moi verser des larmes; j'ACCEPTAI SES DONS EN LUI JURANT QUE JE N'ALLAIS TRAVAILLER QU'À ME METTRE EN ÉTAT DE POUVOIR LES LUI RENDRE UN JOUR. HÉLAS, ME DIS-JE EN ME RETIRANT, SI L'EXERCICE D'UNE NOUVELLE VERTU VIENT DE ME PRÉCIPITER DANS L'INFORTUNE, AU MOINS POUR LA PREMIÈRE FOIS DE MA VIE, L'APPARENCE D'UNE CONSOLATION S'OFFRE-T-ELLE DANS CE GOUFFRE ÉPOUVANTABLE DE MAUX, OÙ LA VERTU ME PRÉCIPITE encore. Je ne revis plus mon ","(560154, 560529)","(261050, 261425)"
Sade_Infortunes_246,"
Je me promenais l'après-midi SUR LE QUAI DU RHÔNE AVEC UNE DES FILLES DE L'AUBERGE QUE J'AVAIS PRIÉE DE M'ACCOMPAGNER, LORSQUE J'APERÇUS TOUT À COUP le Révérend Père Antonin de S","z singulière; je me promenais SUR LE QUAI DU RHÔNE AVEC UNE DES FILLES DE L'AUBERGE QUE J'AVAIS PRIÉE DE M'ACCOMPAGNER, LORSQUE J'APERÇUS TOUT À COUP s'avancer vers moi le révéren","(574646, 574765)","(262463, 262582)"
Sade_Infortunes_247," deviennent que plus chaudes; ENFIN, SUR NOS REFUS RÉITÉRÉS DE LE SUIVRE, IL SE BORNE À NOUS DEMANDER INSTAMMENT NOTRE ADRESSE; POUR ME DÉBARRASSER DE LUI, je lui en donne une fausse :","evinrent que plus pressantes. ENFIN SUR NOS REFUS RÉITÉRÉS DE LE SUIVRE, IL SE BORNA À NOUS DEMANDER INSTAMMENT NOTRE ADRESSE; POUR ME DÉBARRASSER DE LUI, il me vint à l'instant l'idé","(575779, 575903)","(263514, 263637)"
Sade_Infortunes_248,"ns cette funeste circonstance DE MA VIE QUE DANS AUCUNE DE CELLES OÙ VOUS M'AVEZ VUE SI INJUSTEMENT ACCABLÉE DES COUPS DU SORT, ET SANS QU'AUTRE CHOSE M'AIT CONDUITE DANS L'ABÎME que la bonté de mon cœur et l"," dans cette funeste situation DE MA VIE, QUE DANS AUCUNE DE CELLES OÙ VOUS M'AVEZ VUE SI INJUSTEMENT ACCABLÉE DES COUPS DU SORT, ET SANS QU'AUTRE CHOSE M'AIT CONDUITE DANS L'ABÎME du malheur, que le sentiment ","(576824, 576972)","(264501, 264650)"
Sade_Infortunes_249,"us nous levons en hâte. Juste CIEL LES PROGRÈS DE L'INCENDIE N'ÉTAIENT DÉJÀ QUE TROP EFFRAYANTS, NOUS OUVRONS NOTRE PORTE À MOITIÉ NUES ET N'ENTENDONS AUTOUR DE NOUS QUE LE FRACAS DES MURS QUI S'ÉCROULENT, LE BRUIT des charpentes qui se brisent"," ne fût aux environs... juste CIEL, LES PROGRÈS DE L'INCENDIE N'ÉTAIENT DÉJÀ QUE TROP EFFRAYANTS; NOUS OUVRONS NOTRE PORTE À MOITIÉ NUES ET N'ENTENDONS AUTOUR DE NOUS QUE LE FRACAS DES MURS QUI S'ÉCROULENT, LE BRUIT affreux des charpentes qui se","(577365, 577549)","(265180, 265365)"
Sade_Infortunes_250,"rûlent en plusieurs endroits; JE SAISIS LA PAUVRE PETITE CRÉATURE; JE M'ÉLANCE POUR LA RAPPORTER À SA MÈRE, M'APPUYANT SUR UNE POUTRE À MOITIÉ CONSUMÉE : LE PIED ME MANQUE, MON PREMIER MOUVEMENT EST DE METTRE MES MAINS AU-DEVANT DE MOI; CETTE IMPULSION DE LA NATURE ME FORCE À LÂCHER LE PRÉCIEUX FARDEAU QUE JE TIENS... Il m'échappe, et la malheu","sieurs endroits de mon corps, JE SAISIS LA PAUVRE PETITE CRÉATURE, JE M'ÉLANCE POUR LA RAPPORTER À SA MÈRE; M'APPUYANT SUR UNE POUTRE À MOITIÉ CONSUMÉE, LE PIED ME MANQUE, MON PREMIER MOUVEMENT EST DE METTRE MA MAIN AU-DEVANT DE MOI; CETTE IMPULSION DE LA NATURE ME FORCE À LÂCHER LE PRÉCIEUX FARDEAU QUE JE TIENS, et la malheureuse petite fil","(578157, 578443)","(266056, 266339)"
Sade_Infortunes_251,"e la flétrissure et la mort. 
ACCOUTUMÉE DEPUIS SI LONGTEMPS À LA CALOMNIE, À L'INJUSTICE ET AU MALHEUR, FAITE DEPUIS MON ENFANCE À NE ME LIVRER À UN SENTIMENT de vertu qu'assurée d'y trouv","rtrière d'enfant et voleuse. 
ACCOUTUMÉE DEPUIS SI LONGTEMPS À LA CALOMNIE, À L'INJUSTICE ET AU MALHEUR, FAITE DEPUIS MON ENFANCE À NE ME LIVRER À UN SENTIMENT quelconque de vertu qu'assuré","(592895, 593024)","(268958, 269087)"
Sade_Infortunes_252,"moins que je ne l'aurais cru. CEPENDANT, COMME IL EST NATUREL À LA CRÉATURE SOUFFRANTE DE CHERCHER TOUS LES MOYENS POSSIBLES DE SE TIRER DE L'ABÎME OÙ SON INFORTUNE L'A PLONGÉE, LE PÈRE ANTONIN ME VINT À L'ESPRIT; QUELQUE MÉDIOCRE SECOURS QUE J'EN ESPÉRASSE, JE NE ME REFUSAIS POINT À L'ENVIE DE LE VOIR : JE LE DEMANDAI, il parut. On ne lui avait pa","i plus que je ne me plaignis. CEPENDANT COMME IL EST NATUREL À LA CRÉATURE SOUFFRANTE DE CHERCHER TOUS LES MOYENS POSSIBLES DE SE TIRER DE L'ABÎME OÙ SON INFORTUNE LA PLONGE, LE PÈRE ANTONIN ME VINT DANS L'ESPRIT; QUELQUE MÉDIOCRE SECOURS QUE J'EN ESPÉRASSE, JE NE ME REFUSAI POINT À L'ENVIE DE LE VOIR, JE LE DEMANDAI. Comme il ne savait pas qui p","(593157, 593447)","(269228, 269516)"
Sade_Infortunes_253,"rge qu'il était effectivement POSSIBLE QU'IL NE SE RESSOUVINT PAS DE MOI, N'AYANT DIRIGÉ MA CONSCIENCE QUE FORT JEUNE, MAIS QU'À CE TITRE JE DEMANDAIS UN ENTRETIEN SECRET AVEC LUI. ON Y CONSENTIT DE PART ET D'AUTRE. DÈS QUE JE FUS SEULE AVEC CE RELIGIEUX, je me précipitai à ses genou"," dis au concierge qu'il était POSSIBLE QU'IL NE SE RESSOUVÎNT PAS DE MOI, N'AYANT DIRIGÉ MA CONSCIENCE QUE FORT JEUNE, MAIS QU'À CE TITRE JE DEMANDAIS UN ENTRETIEN SECRET AVEC LUI; ON Y CONSENTIT DE PART ET D'AUTRE. DÈS QUE JE FUS SEULE AVEC CE MOINE, je me jetai à ses pieds et l","(593609, 593833)","(269652, 269872)"
Sade_Infortunes_254," espèce : détermine-toi donc, ET NE FAIS PAS ATTENDRE TA RÉPONSE. 
--ALLEZ, MON PÈRE, RÉPONDIS-JE AVEC HORREUR, ALLEZ, VOUS ÊTES UN MONSTRE D'OSER ABUSER AUSSI CRUELLEMENT DE MA SITUATION POUR ME PLACER entre la mort et l'infamie; j"," entre ce parti ou l'échafaud ET NE FAIS PAS ATTENDRE TA RÉPONSE. 
--ALLEZ, MON PÈRE, RÉPONDIS-JE AVEC HORREUR, ALLEZ, VOUS ÊTES UN MONSTRE D'OSER ABUSER AUSSI CRUELLEMENT DE MA SITUATION POUR ME PLACER ainsi entre la mort et l'infa","(595597, 595769)","(271318, 271490)"
Sade_Infortunes_255,"a bonne heure je vous laisse; JE NE VOUS SERVIRAI NI NE VOUS NUIRAI, MAIS SI VOUS VOUS AVISEZ DE DIRE UN SEUL MOT de ce qui vient de se passer,","nne heure, je vous abandonne, JE NE VOUS SERVIRAI NI NE VOUS NUIRAI, MAIS SI VOUS VOUS AVISEZ DE DIRE UN SEUL MOT contre moi, en vous chargeant","(597311, 597394)","(272219, 272302)"
Sade_Infortunes_256,"Monsieur, lui dit ce traître, CETTE BONNE FILLE SE TROMPE, ELLE A VOULU PARLER D'UN PÈRE ANTONIN QUI EST À BORDEAUX; JE NE LA CONNAIS nullement, je ne l'ai même ja","onsieur, lui dit ce scélérat, CETTE BONNE FILLE SE TROMPE, ELLE A VOULU PARLER D'UN PÈRE ANTONIN QUI EST À BORDEAUX, JE NE LA CONNAIS ni ne l'ai jamais connue; ell","(597870, 597973)","(272631, 272734)"
Sade_Infortunes_257," salue l'un et l'autre, et je SERAI TOUJOURS PRÊT À ME REPRÉSENTER QUAND ON JUGERA MON MINISTÈRE IMPORTANT. 
ANTONIN SORT EN DISANT CES MOTS, ET ME LAISSE AUSSI CONFONDUE DE SA FOURBERIE que révoltée de son insolence","vous salue l'un et l'autre et SERAI TOUJOURS PRÊT À ME REPRÉSENTER QUAND ON JUGERA MON MINISTÈRE IMPORTANT. 
ANTONIN SORT EN DISANT CES MOTS, ET ME LAISSE AUSSI STUPÉFAITE DE SA FOURBERIE que confondue de son insolenc","(598105, 598261)","(272900, 273057)"
Sade_Infortunes_258,"ôt dans un océan d'infortunes ET COMMENT SE PEUT-IL QUE CETTE PROVIDENCE ÉCLAIRÉE DONT JE ME PLAIS D'ADORER LA JUSTICE, EN ME PUNISSANT DE MES VERTUS, M'OFFRE EN MÊME temps au pinacle ceux qui m'é","ôt suivi d'un déluge de maux, ET COMMENT SE PEUT-IL QUE CETTE PROVIDENCE ÉCLAIRÉE DONT JE ME PLAIS D'ADORER LA JUSTICE, EN ME PUNISSANT DE MES VERTUS, M'AIT EN MÊME temps offert aussitôt au pina","(630711, 630847)","(273892, 274026)"
Sade_Infortunes_259," une criminelle; ses forfaits SE CONSOMMENT SANS DOUTE : IL FAIT SA FORTUNE, ET JE SUIS OBLIGÉE DE MENDIER MON PAIN. JE VEUX M'APPROCHER DES SACREMENTS, JE VEUX IMPLORER AVEC FERVEUR L'ÊTRE SUPRÊME DONT JE REÇOIS néanmoins tant de maux; le tr","ue et me congédie; ses crimes SE CONSOMMENT SANS DOUTE, IL FAIT SA FORTUNE ET JE SUIS OBLIGÉE DE MENDIER MON PAIN. JE VEUX M'APPROCHER DES SACREMENTS, JE VEUX IMPLORER AVEC FERVEUR L'ÊTRE SUPRÊME DONT JE REÇOIS autant de malheurs, le tribun","(631401, 631583)","(274602, 274782)"
Sade_Infortunes_260, de tous mes maux par l'offre DE SA MAIN : IL EXPIRE DANS MES BRAS AVANT QUE DE LE POUVOIR. JE M'EXPOSE DANS UN INCENDIE POUR ravir aux flammes un enfant q,"fortuné veut m'en récompenser DE SA MAIN, IL EXPIRE DANS MES BRAS AVANT QUE DE LE POUVOIR. JE M'EXPOSE DANS UN INCENDIE POUR sauver un enfant qui ne m'app","(632501, 632596)","(275623, 275717)"
Sade_Infortunes_261,"rtune, protection et secours; CELLE QUI N'A PLUS DANS LE MONDE QUE DES PLEURS POUR S'ABREUVER ET DES TRIBULATIONS POUR SE NOURRIR; CELLE-LÀ, DIS-JE, VOIT AVANCER LA MORT SANS la craindre, elle la souhaite","e, secours, protection, amis, CELLE QUI N'A PLUS DANS LE MONDE QUE DES PLEURS POUR S'ABREUVER ET DES TRIBULATIONS POUR SE NOURRIR... CELLE-LÀ, DIS-JE, VOIT AVANCER LA MORT SANS frémir, elle la souhaite comm","(634410, 634554)","(277160, 277306)"
Sade_Infortunes_262,"aindre, elle la souhaite même COMME UN PORT ASSURÉ OÙ LA TRANQUILLITÉ RENAÎTRA, POUR ELLE, DANS LE SEIN D'UN DIEU TROP JUSTE POUR PERMETTRE QUE L'INNOCENCE, AVILIE sur la terre, ne trouve pas d","sans frémir, elle la souhaite COMME UN PORT ASSURÉ OÙ LA TRANQUILLITÉ RENAÎTRA POUR ELLE DANS LE SEIN D'UN DIEU TROP JUSTE POUR PERMETTRE QUE L'INNOCENCE AVILIE et persécutée sur la terre ne","(634590, 634723)","(277332, 277462)"
Sade_Infortunes_263,"re sans en être profondément éMU; POUR MME DE LORSANGE EN QUI, COMME NOUS L'AVONS DIT, LES MONSTRUEUSES ERREURS DE SA JEUNESSE N'AVAIENT POINT ÉTEINT LA SENSIBILITÉ, ELLE ÉTAIT PRÊTE À S'EN ÉVANOUIR. 
--MADEMOISELLE, DIT-ELLE À JUSTINE, IL EST DIFFICILE DE VOUS ENTENDRE SANS PRENDRE À VOUS LE PLUS VIF INTÉRÊT; MAIS FAUT-IL l'avouer ? un sentiment inexp","sans en être prodigieusement éMU; POUR MME DE LORSANGE, EN QUI (COMME NOUS L'AVONS DIT) LES MONSTRUEUSES ERREURS DE SA JEUNESSE N'AVAIENT POINT ÉTEINT LA SENSIBILITÉ, ELLE ÉTAIT PRÊTE À S'EN ÉVANOUIR. 
--MADEMOISELLE, DIT-ELLE À SOPHIE, IL EST DIFFICILE DE VOUS ENTENDRE SANS PRENDRE À VOUS LE PLUS VIF INTÉRÊT.. MAIS FAUT-IL vous l'avouer, un sentiment i","(634896, 635190)","(277641, 277936)"
Sade_Infortunes_264,"ous m'avez déguisé votre nom, VOUS M'AVEZ CACHÉ VOTRE NAISSANCE; JE VOUS CONJURE DE M'AVOUER VOTRE SECRET; NE VOUS IMAGINEZ PAS QUE CE SOIT UNE VAINE CURIOSITÉ QUI M'ENGAGE À VOUS PARLER AINSI... Grand Dieu ce que je soupç","ez déguisé votre nom, Sophie, VOUS M'AVEZ CACHÉ VOTRE NAISSANCE, JE VOUS CONJURE DE M'AVOUER VOTRE SECRET; NE VOUS IMAGINEZ PAS QUE CE SOIT UNE VAINE CURIOSITÉ QUI M'ENGAGE À VOUS PARLER AINSI; si ce que je soupçonne était","(635375, 635537)","(278148, 278310)"
Sade_Infortunes_265,"Lorsange... toi... ma sœur... AH JE MOURRAI BIEN MOINS MALHEUREUSE, PUISQUE J'AI PU T'EMBRASSER ENCORE UNE FOIS... 
ET LES DEUX SŒURS, ÉTROITEMENT SERRÉES DANS LES BRAS L'UNE DE L'AUTRE, NE S'ENTENDAIENT PLUS QUE PAR LEURS SANGLOTS, ne s'exprimaient plus que pa","'ai douté de la providence... AH, JE MOURRAI BIEN MOINS MALHEUREUSE, PUISQUE J'AI PU T'EMBRASSER ENCORE UNE FOIS ET LES DEUX SŒURS, ÉTROITEMENT SERRÉES DANS LES BRAS L'UNE DE L'AUTRE, NE S'EXPRIMAIENT PLUS QUE PAR LEURS SANGLOTS, ne s'entendaient plus que pa","(635854, 636055)","(278662, 278860)"
Sade_Infortunes_266,"aire. 
--Homme respectable et CHÉRI, DIT MME DE LORSANGE EN SE PRÉCIPITANT AUX GENOUX DE SON AMANT, VOILÀ LE PLUS BEAU TRAIT QUE VOUS AYEZ FAIT DE VOS JOURS; C'EST À CELUI QUI CONNAÎT VÉRITABLEMENT LE CŒUR DE L'HOMME ET L'ESPRIT DE LA LOI À VENGER L'INNOCENCE OPPRIMÉE. La voilà, monsieur, la voilà","-Homme respectable autant que CHÉRI, DIT MME DE LORSANGE EN SE PRÉCIPITANT AUX GENOUX DE SON AMANT, VOILÀ LE PLUS BEAU TRAIT QUE VOUS AVEZ FAIT DE VOS JOURS. C'EST À CELUI QUI CONNAÎT VÉRITABLEMENT LE CŒUR DE L'HOMME ET L'ESPRIT DE LA LOI, À VENGER L'INNOCENCE OPPRIMÉE, à secourir l'infortune accab","(637257, 637495)","(280286, 280525)"
Sade_Infortunes_267,"lheur au comble de l'aisance. ILS LA NOURRISSAIENT AVEC DÉLICES DES METS LES PLUS SUCCULENTS; ILS LA COUCHAIENT DANS LES MEILLEURS LITS, ILS VOULAIENT QU'ELLE ORDONNÂT CHEZ EUX, ILS Y METTAIENT ENFIN TOUTE LA DÉLICATESSE QU'IL ÉTAIT POSSIBLE D'ATTENDRE DE DEUX ÂMES SENSIBLES. ON LUI FIT FAIRE DES REMÈDES PENDANT QUELQUES JOURS, ON LA BAIGNA, ON LA PARA, ON L'EMBELLIT; ELLE ÉTAIT L'IDOLE DES DEUX AMANTS, C'ÉTAIT À QUI DES DEUX LUI FERAIT le plus tôt oublier ses malhe","'aisance et de la prospérité; ILS LA NOURRISSAIENT AVEC DÉLICES DES METS LES PLUS SUCCULENTS, ILS LA COUCHAIENT DANS LES MEILLEURS LITS, ILS VOULAIENT QU'ELLE ORDONNÂT CHEZ EUX, ILS Y METTAIENT ENFIN TOUTE LA DÉLICATESSE QU'IL ÉTAIT POSSIBLE D'ATTENDRE DE DEUX ÂMES SENSIBLES... ON LUI FIT FAIRE DES REMÈDES PENDANT QUELQUES JOURS, ON LA BAIGNA, ON LA PARA, ON L'EMBELLIT; ELLE ÉTAIT L'IDOLE DES DEUX AMANTS, C'ÉTAIT À QUI DES DEUX LUI FERAIT plus tôt oublier ses malheurs","(638120, 638530)","(281199, 281611)"
Sade_Infortunes_268,"oins, un excellent chirurgien SE CHARGEA DE FAIRE DISPARAÎTRE CETTE MARQUE IGNOMINIEUSE, FRUIT CRUEL DE LA SCÉLÉRATESSE DE RODIN. TOUT RÉPONDAIT AUX soins des bienfaiteurs de Thé","es soins un excellent artiste SE CHARGEA DE FAIRE DISPARAÎTRE CETTE MARQUE IGNOMINIEUSE, FRUIT CRUEL DE LA SCÉLÉRATESSE DE RODIN. 
TOUT RÉPONDAIT AUX vœux de Mme de Lorsange et de","(638610, 638728)","(281684, 281803)"
Sade_Infortunes_269,"ient d'arriver de la Cour; M. DE CORVILLE AVAIT MIS TOUTE LA FRANCE EN MOUVEMENT, IL AVAIT RANIMÉ LE ZÈLE DE M. S. QUI S'ÉTAIT JOINT À LUI POUR PEINDRE LES MALHEURS DE THÉRÈSE ET POUR LUI RENDRE UNE TRANQUILLITÉ QUI LUI était si bien due. Il arriva ","elles arrivaient de Paris, M. DE CORVILLE AVAIT MIS TOUTE LA FRANCE EN MOUVEMENT, IL AVAIT RANIMÉ LE ZÈLE DE M. S. QUI S'ÉTAIT JOINT À LUI POUR PEINDRE LES MALHEURS DE JUSTINE ET POUR LUI RENDRE UNE TRANQUILLITÉ QUI LUI était aussi bien due... Des l","(639152, 639341)","(282205, 282394)"
Sade_Infortunes_270,"ut qu'elle n'expirât de joie; ELLE EN VERSA PLUSIEURS JOURS DE SUITE DES LARMES BIEN DOUCES, DANS LE SEIN DE SES PROTECTEURS LORSQUE TOUT À COUP SON HUMEUR CHANGEA, SANS QU'IL FÛT POSSIBLE D'EN DEVINER LA CAUSE. ELLE DEVINT SOMBRE, INQUIÈTE, RÊVEUSE; QUELQUEFOIS ELLE PLEURAIT AU MILIEU DE SES AMIS, SANS POUVOIR ELLE-MÊME EXPLIQUER LE SUJET DE SES PEINES. 
--JE NE SUIS PAS NÉE pour tant de félicités, disai","d'aussi flatteuses nouvelles; ELLE EN VERSA PLUSIEURS JOURS DE SUITE DES LARMES BIEN DOUCES DANS LE SEIN DE SES PROTECTEURS, LORSQUE TOUT À COUP SON HUMEUR CHANGEA SANS QU'IL FÛT POSSIBLE D'EN DEVINER LA CAUSE. ELLE DEVINT SOMBRE, INQUIÈTE, RÊVEUSE, QUELQUEFOIS ELLE PLEURAIT AU MILIEU DE SES AMIS SANS POUVOIR ELLE-MÊME EXPLIQUER LE SUJET DE SES LARMES. 
--JE NE SUIS PAS NÉE pour un tel comble de bonheur","(640375, 640723)","(282911, 283257)"
Sade_Infortunes_271,"fenêtres qui se brisent déjà; ELLE VEUT LUTTER UNE MINUTE CONTRE LE VENT QUI LA REPOUSSE : À L'INSTANT UN ÉCLAT DE FOUDRE LA RENVERSE AU MILIEU DU SALON. 
Mme de Lorsange jette un cr"," sa sœur, vole à une fenêtre, ELLE VEUT LUTTER UNE MINUTE CONTRE LE VENT QUI LA REPOUSSE, À L'INSTANT UN ÉCLAT DE FOUDRE LA RENVERSE AU MILIEU DU SALON et la laisse sans vie sur le ","(641831, 641953)","(284580, 284701)"
Sade_Infortunes_272,"tte un cri épouvantable et s'éVANOUIT; M. DE CORVILLE APPELLE AU SECOURS; LES SOINS SE DIVISENT, ON RAPPELLE MME DE LORSANGE À LA LUMIÈRE, MAIS LA MALHEUREUSE Thérèse est frappée de façon "," un cri lamentable... elle s'éVANOUIT; M. DE CORVILLE APPELLE AU SECOURS, LES SOINS SE DIVISENT, ON RAPPELLE MME DE LORSANGE À LA LUMIÈRE, MAIS LA MALHEUREUSE Justine était frappée de faço","(642004, 642132)","(284793, 284921)"
Sade_Infortunes_273,vidence veut mettre la vertu; ELLE EST COMME LA FOUDRE DONT LES FEUX TROMPEURS N'EMBELLISSENT UN INSTANT L'ATMOSPHÈRE QUE POUR PRÉCIPITER DANS LES ABÎMES DE LA MORT LE MALHEUREUX qu'ils ont ébloui. En voilà l,"ve où la providence nous met, ELLE EST COMME LA FOUDRE DONT LES FEUX TROMPEURS N'EMBELLISSENT UN INSTANT L'ATMOSPHÈRE QUE POUR PRÉCIPITER DANS LES ABÎMES DE LA MORT LE MALHEUREUX qu'elle éblouit... En voilà l","(643373, 643521)","(286177, 286325)"
Sade_Infortunes_274,"? Séparons-nous, Corville, il EST TEMPS; AUCUNE CHAÎNE NE NOUS LIE, OUBLIEZ-MOI, ET TROUVEZ BON QUE J'AILLE PAR UN REPENTIR ÉTERNEL ABJURER AUX PIEDS DE L'ÊTRE SUPRÊME LES INFAMIES DONT JE ME SUIS SOUILLÉE. CE COUP AFFREUX était nécessaire à ma convers","éparons-nous, monsieur, il en EST TEMPS... AUCUNE CHAÎNE NE NOUS LIE, OUBLIEZ-MOI, ET TROUVEZ BON QUE J'AILLE PAR UN REPENTIR ÉTERNEL ABJURER AUX PIEDS DE L'ÊTRE SUPRÊME LES INFAMIES DONT JE ME SUIS SOUILLÉE. CE COUP AFFREUX pour moi était néanmoins néce","(644102, 644294)","(287020, 287214)"
